ID,Country,NACE_label,Org. type,NACE_section_label,Argument_Type,Argument_Label
8504,France,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7295,China,individual,Individual,Unknown,3_argument,Economic arguments
7279,United Kingdom,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6391,Germany,Manufacture of machinery and equipment n.e.c.,Industry or trade association,Manufacturing,3_argument,Economic arguments
4490,United States of America,individual,Individual,Unknown,3_argument,Economic arguments
6699,United States of America,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
8657,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6436,Italy,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,3_argument,Economic arguments
8453,China,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,3_argument,Economic arguments
4041,Belgium,Scientific research and development,Industry or trade association,"Professional, scientific and technical activities",3_argument,Economic arguments
8881,France,Manufacture of wearing apparel,Company,Manufacturing,3_argument,Economic arguments
8451,Germany,Other manufacturing,Company,Manufacturing,3_argument,Economic arguments
6837,Norway,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6544,Japan,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
6977,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6256,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
8019,Germany,individual,Individual,Unknown,3_argument,Economic arguments
8864,Germany,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
6834,United States of America,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7430,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
9383,Italy,Manufacture of food products,Company,Manufacturing,3_argument,Economic arguments
6665,Netherlands,individual,Individual,Unknown,3_argument,Economic arguments
7620,United States of America,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Industry or trade association,Manufacturing,3_argument,Economic arguments
6716,Netherlands,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7709,United States of America,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6673,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
6596,Belgium,"Manufacture of motor vehicles, trailers and semi-trailers",Company,Manufacturing,3_argument,Economic arguments
6481,Belgium,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7610,Belgium,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7788,Belgium,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6006,Belgium,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
3858,Germany,Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use,Company,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,3_argument,Economic arguments
3856,Germany,individual,Individual,Unknown,3_argument,Economic arguments
8591,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
5909,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
8419,New Zealand,individual,Individual,Unknown,3_argument,Economic arguments
3934,Germany,individual,Individual,Unknown,3_argument,Economic arguments
6662,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
9535,Norway,"Electricity, gas, steam and air conditioning supply",National NGO,"Electricity, gas, steam and air conditioning supply",3_argument,Economic arguments
7276,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
3918,United Kingdom,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
4396,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
7690,Germany,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
3899,Italy,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
8048,Austria,Administrative and support service activities,Company,Administrative and support service activities,3_argument,Economic arguments
9350,China,individual,Individual,Unknown,3_argument,Economic arguments
9518,Germany,individual,Individual,Unknown,3_argument,Economic arguments
7471,Switzerland,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7155,Italy,"Manufacture of fabricated metal products, except machinery and equipment",Company,Manufacturing,3_argument,Economic arguments
7347,Italy,"Manufacture of fabricated metal products, except machinery and equipment",Company,Manufacturing,3_argument,Economic arguments
8185,Italy,"Manufacture of fabricated metal products, except machinery and equipment",Company,Manufacturing,3_argument,Economic arguments
8287,Italy,"Manufacture of fabricated metal products, except machinery and equipment",Company,Manufacturing,3_argument,Economic arguments
8335,France,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Industry or trade association,Manufacturing,3_argument,Economic arguments
6905,Japan,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7632,Japan,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7594,Germany,Other manufacturing,Company,Manufacturing,3_argument,Economic arguments
9317,Germany,Manufacture of basic metals,Company,Manufacturing,3_argument,Economic arguments
8484,Germany,individual,Individual,Unknown,3_argument,Economic arguments
7612,Germany,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
6097,Germany,"Manufacture of fabricated metal products, except machinery and equipment",Company,Manufacturing,3_argument,Economic arguments
3976,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7804,Netherlands,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7201,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
8418,Taiwan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
8421,Taiwan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
9039,Germany,Activities of membership organisations,Company,Other service activities,3_argument,Economic arguments
9208,Germany,Manufacture of food products,Company,Manufacturing,3_argument,Economic arguments
8875,Switzerland,Administrative and support service activities,Company,Administrative and support service activities,3_argument,Economic arguments
8859,Switzerland,Repair of computers and personal and household goods,Company,Other service activities,3_argument,Economic arguments
3987,Germany,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,3_argument,Economic arguments
8365,Germany,individual,Individual,Unknown,3_argument,Economic arguments
7249,United States of America,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
4093,Austria,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
4094,Austria,unknown,Company,Unknown,3_argument,Economic arguments
7093,Switzerland,unknown,Industry or trade association,Unknown,3_argument,Economic arguments
9527,Belgium,Information service activities,Industry or trade association,Information and communication,3_argument,Economic arguments
7544,Belgium,Manufacture of other transport equipment,Industry or trade association,Manufacturing,3_argument,Economic arguments
8214,Belgium,Other manufacturing,Industry or trade association,Manufacturing,3_argument,Economic arguments
4532,Belgium,Manufacture of basic metals,Industry or trade association,Manufacturing,3_argument,Economic arguments
8099,Germany,Manufacture of machinery and equipment n.e.c.,Industry or trade association,Manufacturing,3_argument,Economic arguments
8616,Spain,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
8862,Switzerland,Repair of computers and personal and household goods,Company,Other service activities,3_argument,Economic arguments
8879,Switzerland,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,3_argument,Economic arguments
8877,Belgium,"Electricity, gas, steam and air conditioning supply",Industry or trade association,"Electricity, gas, steam and air conditioning supply",3_argument,Economic arguments
4144,Belgium,unknown,Industry or trade association,Unknown,3_argument,Economic arguments
7284,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
9568,Brazil,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,3_argument,Economic arguments
4042,United States of America,Manufacture of other transport equipment,International organisation,Manufacturing,3_argument,Economic arguments
8713,Netherlands,Warehousing and support activities for transportation,Industry or trade association,Transportation and storage,3_argument,Economic arguments
7156,Germany,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
4590,Belgium,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6094,Austria,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
9257,Belgium,Manufacture of machinery and equipment n.e.c.,Industry or trade association,Manufacturing,3_argument,Economic arguments
9273,Austria,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
6641,Germany,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
3896,Sweden,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
7682,Sweden,Manufacture of other transport equipment,Company,Manufacturing,3_argument,Economic arguments
8584,Switzerland,"Other professional, scientific and technical activities",Company,"Professional, scientific and technical activities",3_argument,Economic arguments
8748,Belgium,Manufacture of rubber and plastic products,Industry or trade association,Manufacturing,3_argument,Economic arguments
8343,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
6706,United States of America,Manufacture of basic metals,Company,Manufacturing,3_argument,Economic arguments
6325,Italy,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
8665,Sweden,Telecommunications,Company,Information and communication,3_argument,Economic arguments
8195,Belgium,Manufacture of rubber and plastic products,Industry or trade association,Manufacturing,3_argument,Economic arguments
9198,Spain,Manufacture of paper and paper products,Industry or trade association,Manufacturing,3_argument,Economic arguments
9462,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
9200,Belgium,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,3_argument,Economic arguments
8934,Belgium,unknown,Industry or trade association,Unknown,3_argument,Economic arguments
8360,Germany,Manufacture of chemicals and chemical products,European institution,Manufacturing,3_argument,Economic arguments
8361,Germany,unknown,European institution,Unknown,3_argument,Economic arguments
9238,Belgium,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,3_argument,Economic arguments
9004,Belgium,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,3_argument,Economic arguments
8003,Belgium,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,3_argument,Economic arguments
8136,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
8449,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
8436,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
6994,China,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7208,Belgium,"Office administrative, office support and other business support activities",Industry or trade association,Administrative and support service activities,3_argument,Economic arguments
9023,Germany,Scientific research and development,Industry or trade association,"Professional, scientific and technical activities",3_argument,Economic arguments
8534,Belgium,Manufacture of machinery and equipment n.e.c.,Industry or trade association,Manufacturing,3_argument,Economic arguments
6685,Germany,individual,Individual,Unknown,3_argument,Economic arguments
8157,France,individual,Individual,Unknown,3_argument,Economic arguments
9193,Germany,Printing and reproduction of recorded media,Industry or trade association,Manufacturing,3_argument,Economic arguments
7596,Germany,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Company,Manufacturing,3_argument,Economic arguments
9476,Germany,Other manufacturing,Industry or trade association,Manufacturing,3_argument,Economic arguments
9178,Switzerland,"Computer programming, consultancy and related activities",Company,Information and communication,3_argument,Economic arguments
8203,Belgium,Manufacture of paper and paper products,Other contributor,Manufacturing,3_argument,Economic arguments
8887,Germany,Other manufacturing,Company,Manufacturing,3_argument,Economic arguments
6472,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
8839,France,"Computer programming, consultancy and related activities",Company,Information and communication,3_argument,Economic arguments
9432,Italy,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,3_argument,Economic arguments
4433,Germany,Information service activities,Industry or trade association,Information and communication,3_argument,Economic arguments
8686,Finland,"Wholesale trade, except of motor vehicles and motorcycles",Industry or trade association,Wholesale and retail trade; repair of motor vehicles and motorcycles,3_argument,Economic arguments
5942,United Kingdom,"Office administrative, office support and other business support activities",Industry or trade association,Administrative and support service activities,3_argument,Economic arguments
7671,Ireland,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
7535,Netherlands,Manufacture of textiles,Company,Manufacturing,3_argument,Economic arguments
7389,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
7358,Japan,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7211,Germany,"Motion picture, video and television programme production, sound recording and music publishing activities",Company,Information and communication,3_argument,Economic arguments
6927,China,Manufacturing,Company,Manufacturing,3_argument,Economic arguments
9150,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
7532,Italy,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
7566,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
7593,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
7716,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
7877,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
8269,Poland,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
8636,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
6910,Japan,Manufacture of coke and refined petroleum products,Company,Manufacturing,3_argument,Economic arguments
6937,"Korea, Republic of",Manufacture of coke and refined petroleum products,Company,Manufacturing,3_argument,Economic arguments
6941,"Korea, Republic of","Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
6965,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
6967,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
6966,Japan,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6246,Turkey,Manufacture of other transport equipment,Company,Manufacturing,3_argument,Economic arguments
6631,Germany,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
8842,Belgium,Manufacture of other transport equipment,Industry or trade association,Manufacturing,3_argument,Economic arguments
6404,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
7241,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
9012,Spain,individual,Individual,Unknown,3_argument,Economic arguments
7761,France,Manufacture of chemicals and chemical products,Academic institution,Manufacturing,3_argument,Economic arguments
6516,Switzerland,Manufacture of machinery and equipment n.e.c.,Regional or local authority,Manufacturing,3_argument,Economic arguments
8227,Germany,Manufacture of basic metals,Company,Manufacturing,3_argument,Economic arguments
3968,Japan,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6268,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6955,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
9227,Greece,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
9260,Japan,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
4137,United Kingdom,individual,Individual,Unknown,3_argument,Economic arguments
7924,United States of America,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
6430,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
9231,United Kingdom,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
7676,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
3886,Germany,individual,Individual,Unknown,3_argument,Economic arguments
9152,Germany,individual,Individual,Unknown,3_argument,Economic arguments
4334,Japan,Information service activities,Industry or trade association,Information and communication,3_argument,Economic arguments
8232,Belgium,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,3_argument,Economic arguments
6686,China,Manufacturing,Company,Manufacturing,3_argument,Economic arguments
8627,Germany,Manufacture of rubber and plastic products,Industry or trade association,Manufacturing,3_argument,Economic arguments
7110,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
6918,France,Repair of computers and personal and household goods,Company,Other service activities,3_argument,Economic arguments
3891,Switzerland,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
7790,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7418,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
3916,Romania,Manufacture of chemicals and chemical products,National Authority,Manufacturing,3_argument,Economic arguments
6296,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6141,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7537,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7318,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
9427,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
7336,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
9041,Ireland,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
8497,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
7474,Italy,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
8457,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
8650,Brazil,individual,Individual,Unknown,3_argument,Economic arguments
7412,Ireland,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
8873,Germany,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Company,Manufacturing,3_argument,Economic arguments
9099,Japan,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
9164,United States of America,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,3_argument,Economic arguments
6900,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
4058,Germany,Land transport and transport via pipelines,Company,Transportation and storage,3_argument,Economic arguments
7576,Ireland,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
4517,"Korea, Republic of",individual,Individual,Unknown,3_argument,Economic arguments
4027,Japan,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7424,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
9011,Austria,Administrative and support service activities,Company,Administrative and support service activities,3_argument,Economic arguments
9065,Austria,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,3_argument,Economic arguments
8480,Austria,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
4127,Netherlands,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6592,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
9210,Belgium,Manufacture of rubber and plastic products,Industry or trade association,Manufacturing,3_argument,Economic arguments
9387,Belgium,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,3_argument,Economic arguments
9216,Belgium,Manufacture of rubber and plastic products,Industry or trade association,Manufacturing,3_argument,Economic arguments
9224,Belgium,Manufacture of rubber and plastic products,Industry or trade association,Manufacturing,3_argument,Economic arguments
9233,Belgium,Manufacture of rubber and plastic products,Industry or trade association,Manufacturing,3_argument,Economic arguments
9245,Belgium,Manufacture of rubber and plastic products,Industry or trade association,Manufacturing,3_argument,Economic arguments
6831,France,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
6374,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
3931,Germany,Manufacture of food products,Company,Manufacturing,3_argument,Economic arguments
7448,Ireland,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Company,Manufacturing,3_argument,Economic arguments
8718,France,Manufacture of coke and refined petroleum products,Company,Manufacturing,3_argument,Economic arguments
9119,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
4602,Italy,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
4072,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7150,Germany,Manufacture of food products,Company,Manufacturing,3_argument,Economic arguments
6448,Germany,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Company,Manufacturing,3_argument,Economic arguments
6103,Germany,Repair of computers and personal and household goods,Company,Other service activities,3_argument,Economic arguments
8057,France,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
4346,United States of America,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
6133,Sweden,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
9042,Sweden,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
8632,Belgium,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,3_argument,Economic arguments
9326,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
4013,Germany,individual,Individual,Unknown,3_argument,Economic arguments
8478,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
4566,Japan,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
8350,United States of America,Manufacture of other transport equipment,Company,Manufacturing,3_argument,Economic arguments
7674,Poland,Repair of computers and personal and household goods,Company,Other service activities,3_argument,Economic arguments
6899,Italy,Repair of computers and personal and household goods,Company,Other service activities,3_argument,Economic arguments
7841,Germany,Manufacture of food products,Company,Manufacturing,3_argument,Economic arguments
4528,France,Manufacture of machinery and equipment n.e.c.,Industry or trade association,Manufacturing,3_argument,Economic arguments
6792,Germany,Administrative and support service activities,Company,Administrative and support service activities,3_argument,Economic arguments
6779,Japan,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
7686,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
9402,Sweden,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
8775,Sweden,"Manufacture of motor vehicles, trailers and semi-trailers",Company,Manufacturing,3_argument,Economic arguments
4233,Japan,unknown,Company,Unknown,3_argument,Economic arguments
4243,Japan,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
4254,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
6092,Japan,Wholesale and retail trade and repair of motor vehicles and motorcycles,Company,Wholesale and retail trade; repair of motor vehicles and motorcycles,3_argument,Economic arguments
6120,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
6121,Germany,unknown,Company,Unknown,3_argument,Economic arguments
7111,Poland,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
3887,Ireland,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6548,United Kingdom,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6913,Germany,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
4092,Austria,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6322,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
9415,Belgium,Manufacture of other non-metallic mineral products,Industry or trade association,Manufacturing,3_argument,Economic arguments
8369,Germany,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
8728,France,"Computer programming, consultancy and related activities",Industry or trade association,Information and communication,3_argument,Economic arguments
7914,Germany,"Computer programming, consultancy and related activities",Company,Information and communication,3_argument,Economic arguments
8100,United States of America,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6332,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
9010,Ireland,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
8951,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
8425,United States of America,individual,Individual,Unknown,3_argument,Economic arguments
6630,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
3853,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
8726,France,Manufacture of machinery and equipment n.e.c.,Industry or trade association,Manufacturing,3_argument,Economic arguments
4263,Germany,unknown,Industry or trade association,Unknown,3_argument,Economic arguments
8291,France,Manufacture of food products,Company,Manufacturing,3_argument,Economic arguments
7628,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
4638,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
4309,Italy,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
9443,Italy,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7773,United Kingdom,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Company,Manufacturing,3_argument,Economic arguments
7388,Japan,Manufacture of other transport equipment,Company,Manufacturing,3_argument,Economic arguments
8371,United States of America,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,3_argument,Economic arguments
8376,United States of America,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,3_argument,Economic arguments
8374,United States of America,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,3_argument,Economic arguments
8045,United States of America,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
7699,United States of America,unknown,Industry or trade association,Unknown,3_argument,Economic arguments
7765,Germany,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,3_argument,Economic arguments
8320,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
6772,Germany,Manufacture of chemicals and chemical products,Academic institution,Manufacturing,3_argument,Economic arguments
6771,Germany,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,3_argument,Economic arguments
7627,Germany,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
7003,United Kingdom,"Manufacture of computer, electronic and optical products",Company,Manufacturing,3_argument,Economic arguments
7300,Germany,Manufacture of basic metals,Company,Manufacturing,3_argument,Economic arguments
8460,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
9466,Italy,individual,Individual,Unknown,3_argument,Economic arguments
9295,Germany,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Company,Manufacturing,3_argument,Economic arguments
7051,Germany,individual,Individual,Unknown,3_argument,Economic arguments
6207,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6209,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6789,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
7462,Germany,"Manufacture of computer, electronic and optical products",Industry or trade association,Manufacturing,3_argument,Economic arguments
9281,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,3_argument,Economic arguments
4288,Ireland,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
6640,Ireland,Manufacture of chemicals and chemical products,Company,Manufacturing,3_argument,Economic arguments
8805,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,3_argument,Economic arguments
6748,Switzerland,"Motion picture, video and television programme production, sound recording and music publishing activities",Company,Information and communication,3_argument,Economic arguments
